Succursale,Succursale_ID,Produit_Catégorie,Marque - Nom,Souche
Montréal - Boul. de Pierrefonds,2275,Haschich,Blanh - Style 1980,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Blanh - Style Afghan,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Bleuh - H29 Old School,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Bleuh Light - H4 Old School,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Fleurs de Lise - Tire-Toi une Bûche,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Good Supply - Bon Vieux Hash,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Hexo - Hasch Atlantide,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Lot 420 - Le Bloc 33,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,MTL Cannabis - Sage N' Sour Haschich,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,MTL Cannabis - Wes' Coast Kush,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Nordique Royale - Afghan Gold,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Nugz - Drip N' Jiggle Old School,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Nugz - Galactic Brger Old School Hash,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Nugz - Ice Water Hash,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Nugz - Old School Hash,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,OMY - Crumbled Lime Style Pressé,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Ouh La La - Pépites,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,R'Belle - Louvre,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,ShredX Rip Strip Hash - Citrique Électrique,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Tam Tams - Tropical Milk,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Terroir - Hash Painted Lady,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Terroir - Royal Gorilla,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Terroir - Sour Bread,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Tremblant Cannabis - Haschich,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Vert - Hachisch Afghan Équilibré,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,Wô Là par Tremblant Hasch - Haschich Pressé,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,XK - Haschtag Classique,Dérivés
Montréal - Boul. de Pierrefonds,2275,Haschich,XK - Haschtag Hash de Noé,Dérivés
Montréal - Boul. de Pierrefonds,2275,Moulu,Bleuh Light - CBD à la Lime,Hybride
Montréal - Boul. de Pierrefonds,2275,Moulu,Grindh - H27 Indica,Indica
Montréal - Boul. de Pierrefonds,2275,Moulu,Irony - Mouture 2.0,Hybride
Montréal - Boul. de Pierrefonds,2275,Moulu,La Batch - Citron XXX,Mélange
Montréal - Boul. de Pierrefonds,2275,Moulu,Nugz - Drip N' Jiggle Grind,Hybride
Montréal - Boul. de Pierrefonds,2275,Moulu,Pure Laine Cannabis - La Moulinette,Mélange
Montréal - Boul. de Pierrefonds,2275,Moulu,Saturday - Tropical and Twisted,Mélange
Montréal - Boul. de Pierrefonds,2275,Moulu,Shred - Citrique électrique,Sativa
Montréal - Boul. de Pierrefonds,2275,Moulu,XK - MiXK,Mélange
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,1964 - Bleu Nuit,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,5 Points Cannabis - Le Coffret 5 Points,Mélange
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,5 Points Cannabis - Purple Haze,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,514 - Sativa X30,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,7ACRES - Jack Haze,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,BLKMKT - LA WoMac,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Back Forty - Wedding Pie,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Blakh - H30 Haze,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Blanh - Blanh Sativa,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Bleuh - Drette Indica,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Bleuh Light - Colorado Cherry,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Bud Lafleur - Banana Daddy,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Bud Lafleur - Moby Dick,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Canaca - Explosion de Fruits,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Carmel Cannabis - Kush Life,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Clem et Co - Apricot Cream and Cheese 1:1,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Color Cannabis - Blueberry Seagal,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Color Cannabis - Mango Haze,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,DLYS - Artisans,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Daily Special - Sativa Js,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Fleurons - Méchant Pétard,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Fleurs de Lise - La Cerise sur le Funday,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Fleurs de Lise - Le Passe Partout,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Good Supply - Jean Guy,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Green Joy - Lemon Pepper Punch,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Green Joy - Mango Cheese,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Grindh - H27 Sativa,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Groupe SûrNaturel - Velvet Punch Haze,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Irony - Blueberry Muffin,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Irony - Candyland,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Irony - Petit-Pétard,Mélange
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Irony - Trio Beau-Pétard,Mélange
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,La Plogue - Sour Grape,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,LaHoja - Grape Octane,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Lunaire - Les Gros CBDs,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,MTL Cannabis - Strawberry N' Mintz,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,MTL Cannabis - Wes' Coast Kush,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Nueva+ - Banane Plantée,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Nueva+ - Complice,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Nueva+ - Le Fameux,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Nueva+ - Rêve Lucide,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Nugz - Early Lemon Berry,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Nugz - Nugz Wrap Indica,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Nugz - Nugz Wrap Sativa,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Ono Cannabis - Ono Astrono,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Ono Cannabis - Ono Kongz,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Ono Cannabis - Ono Planet of the grapes,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Orchid - CBD Runtz,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Pecko - Death Bubba Biologique,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Promenade - Blue Dream,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Promenade - Pink God,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Pure Laine - Pineapple OG,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Pure Laine Cannabis - Special Haze,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Pure Laine Cannabis - Suzettes,Mélange
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,R'Belle - Bastille,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Redecan - Animal Rntz Redees Hemp'd,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Redecan - Cold Creek Kush Redees Hemp'd,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Redecan - Purple Churro Classique,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,San Rafael '71 - Chemango Kush,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,San Rafael '71 - Pink Kush,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,San Rafael '71 - Strawberry Sensi,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,San Rafael '71 - Tangerine Dream,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Sheeesh - Slush P,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Sheeesh - Trop Juice,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Shred - Bête de Diesel,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Shred - Citrique Électrique,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Shred Tubes - Toute Garnie,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Solei - Équilibre Pur,Mélange
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Sonique - Blue Monster,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Spinach - Spinach Vanilla Kush,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,T'es Dans L'Champ - Grasse Matinée,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Terroir - C99,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Tribal - Bubble Up,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Tribal - Cuban Linx,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Tribal - Gelato Mint,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Tribal - Neon Sunshine,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Twd. - Twd. Balanced,Hybride
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Vert - CBD OG Kush,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Vertical 7 - Purple Gushrs LSO,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Weed Me - Goliat,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Wio - Frozen Lemon Biologique,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Wio - Super Lemon Haze Biologique,Sativa
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Wô Là - Black Cherry Punch,Indica
Montréal - Boul. de Pierrefonds,2275,Pré-Roulés,Wô Là - Ultra Sour,Sativa
Montréal - Crescent,63,Fleurs Séchées,1964 - Bleu Nuit,Sativa
Montréal - Crescent,63,Fleurs Séchées,1964 - Comatose,Indica
Montréal - Crescent,63,Fleurs Séchées,1964 - OG Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,5 Points Cannabis - Blueberry Yum Yum,Sativa
Montréal - Crescent,63,Fleurs Séchées,5 Points Cannabis - Zsweet,Sativa
Montréal - Crescent,63,Fleurs Séchées,BLKMKT - LA WoMac,Indica
Montréal - Crescent,63,Fleurs Séchées,Back Forty - Fire Breath,Indica
Montréal - Crescent,63,Fleurs Séchées,Be Humble. - Découverte,Hybride
Montréal - Crescent,63,Fleurs Séchées,Big Bag O'Buds - Amnesia OG,Sativa
Montréal - Crescent,63,Fleurs Séchées,Blakh - H30 Haze,Sativa
Montréal - Crescent,63,Fleurs Séchées,Blakh - H30 Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,Blanh - Blanh Hybride,Hybride
Montréal - Crescent,63,Fleurs Séchées,Blanh - Blanh Sativa,Sativa
Montréal - Crescent,63,Fleurs Séchées,Bleuh - H26 Indica,Indica
Montréal - Crescent,63,Fleurs Séchées,Bleuh - H26 Sativa,Sativa
Montréal - Crescent,63,Fleurs Séchées,Bleuh - Indic'once,Indica
Montréal - Crescent,63,Fleurs Séchées,Bold - Root Beer Float,Indica
Montréal - Crescent,63,Fleurs Séchées,Bud Lafleur - Banana Baby,Indica
Montréal - Crescent,63,Fleurs Séchées,Bud Lafleur - Banana Daddy,Indica
Montréal - Crescent,63,Fleurs Séchées,Bud Lafleur - Hollywood,Sativa
Montréal - Crescent,63,Fleurs Séchées,Bud Lafleur - Lava Cake,Indica
Montréal - Crescent,63,Fleurs Séchées,Bud Lafleur - Strawberry Bubbles,Sativa
Montréal - Crescent,63,Fleurs Séchées,Cactus - Peachy Keen,Hybride
Montréal - Crescent,63,Fleurs Séchées,Cannabiomedic - Juste CBD,Hybride
Montréal - Crescent,63,Fleurs Séchées,Cannabiomedic - Le Moitié Moitié,Hybride
Montréal - Crescent,63,Fleurs Séchées,Cannafrogs - ZeddyZ,Indica
Montréal - Crescent,63,Fleurs Séchées,Carmel Cannabis - Animal Face,Sativa
Montréal - Crescent,63,Fleurs Séchées,Carmel Cannabis - Kush Life,Indica
Montréal - Crescent,63,Fleurs Séchées,Carmel Cannabis - Zebra Stripes,Indica
Montréal - Crescent,63,Fleurs Séchées,Celebrity - Goofiez,Hybride
Montréal - Crescent,63,Fleurs Séchées,Cheers Cannabis - Chem Cookies #44,Indica
Montréal - Crescent,63,Fleurs Séchées,Cheers Cannabis - Pomelo Soda,Hybride
Montréal - Crescent,63,Fleurs Séchées,Cheers à Lise - Duo Sorbet Cerise et Lime,Mélange
Montréal - Crescent,63,Fleurs Séchées,Clair de Lune - Dark Shadow Haze,Sativa
Montréal - Crescent,63,Fleurs Séchées,Clair de Lune - GG,Hybride
Montréal - Crescent,63,Fleurs Séchées,Clem et Co - Apricot Cream and Cheese 1:1,Hybride
Montréal - Crescent,63,Fleurs Séchées,Clem et Co - Lab 101,Hybride
Montréal - Crescent,63,Fleurs Séchées,Clem et Co - Mango Fuel,Sativa
Montréal - Crescent,63,Fleurs Séchées,Color Cannabis - Mango Haze,Hybride
Montréal - Crescent,63,Fleurs Séchées,Cookies - Céréale à la Mode,Hybride
Montréal - Crescent,63,Fleurs Séchées,Cultures Chloris - LCP,Hybride
Montréal - Crescent,63,Fleurs Séchées,Cultures Chloris - RRW,Hybride
Montréal - Crescent,63,Fleurs Séchées,Cultures Chloris - Zombie Bride,Hybride
Montréal - Crescent,63,Fleurs Séchées,DLYS - Artisans,Hybride
Montréal - Crescent,63,Fleurs Séchées,Endo - Purple Mountain Majesty,Hybride
Montréal - Crescent,63,Fleurs Séchées,Figr - Jungle Fumes,Sativa
Montréal - Crescent,63,Fleurs Séchées,Fleurons - Herbes de Province,Indica
Montréal - Crescent,63,Fleurs Séchées,Fleurons - Menu Cantine,Indica
Montréal - Crescent,63,Fleurs Séchées,Fleurons - Menu Dessert,Sativa
Montréal - Crescent,63,Fleurs Séchées,Fleurs de Lise - Ben Trop,Hybride
Montréal - Crescent,63,Fleurs Séchées,Fleurs de Lise - L' Joe Louis,Hybride
Montréal - Crescent,63,Fleurs Séchées,Fleurs de Lise - L'Bon Voisin,Sativa
Montréal - Crescent,63,Fleurs Séchées,Fleurs de Lise - La Cerise sur le Funday,Sativa
Montréal - Crescent,63,Fleurs Séchées,Fleurs de Lise - Le Boss des Bécosses,Hybride
Montréal - Crescent,63,Fleurs Séchées,Fleurs de Lise - Le Passe Partout,Sativa
Montréal - Crescent,63,Fleurs Séchées,Full Sesh - Rockstar Tuna,Indica
Montréal - Crescent,63,Fleurs Séchées,Goldh - Kik Cola,Hybride
Montréal - Crescent,63,Fleurs Séchées,Good Supply - Grand Daddy Purps,Indica
Montréal - Crescent,63,Fleurs Séchées,Good Supply - Jean Guy,Sativa
Montréal - Crescent,63,Fleurs Séchées,Good Supply - Pineapple Express,Hybride
Montréal - Crescent,63,Fleurs Séchées,Good Supply - Sweet Berry Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,Good Supply - Very Berry,Hybride
Montréal - Crescent,63,Fleurs Séchées,Green Joy - Grape Yogurt,Hybride
Montréal - Crescent,63,Fleurs Séchées,Green Joy - Lemon Pepper Punch,Sativa
Montréal - Crescent,63,Fleurs Séchées,Green Joy - Mango Cheese,Sativa
Montréal - Crescent,63,Fleurs Séchées,Hatrick - Meat Breath,Indica
Montréal - Crescent,63,Fleurs Séchées,Hexo - Lagune,Indica
Montréal - Crescent,63,Fleurs Séchées,Hexo - Lemon Haze,Sativa
Montréal - Crescent,63,Fleurs Séchées,Highly Dutch Organic - Amsterdam Sativa,Sativa
Montréal - Crescent,63,Fleurs Séchées,Homage - Citrus Tsunami,Sativa
Montréal - Crescent,63,Fleurs Séchées,Homage - Strawberry Lemonade,Sativa
Montréal - Crescent,63,Fleurs Séchées,Kokotte - Garlic Funk,Indica
Montréal - Crescent,63,Fleurs Séchées,Kokotte - Mango K,Sativa
Montréal - Crescent,63,Fleurs Séchées,La Voûte - Blueberry Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,Le Malin Vert - Alien Kush AAA,Indica
Montréal - Crescent,63,Fleurs Séchées,Lot 420 - Gelato 33,Hybride
Montréal - Crescent,63,Fleurs Séchées,Lot 420 - Orange Cake,Hybride
Montréal - Crescent,63,Fleurs Séchées,MTL Cannabis - Jungl' Cake,Sativa
Montréal - Crescent,63,Fleurs Séchées,MTL Cannabis - Strawberry N' Mintz,Sativa
Montréal - Crescent,63,Fleurs Séchées,Maitri - Purple Mint Cake,Indica
Montréal - Crescent,63,Fleurs Séchées,Nueva+ - Rêve Lucide,Sativa
Montréal - Crescent,63,Fleurs Séchées,Nugz - Early Lemon Berry,Sativa
Montréal - Crescent,63,Fleurs Séchées,Nugz - Meat Pie,Indica
Montréal - Crescent,63,Fleurs Séchées,Nugz - Nugz Hybride,Hybride
Montréal - Crescent,63,Fleurs Séchées,Nugz - Nugz Sativa,Sativa
Montréal - Crescent,63,Fleurs Séchées,OMY - Kush Cookies,Indica
Montréal - Crescent,63,Fleurs Séchées,OMY - Mélange Indica,Indica
Montréal - Crescent,63,Fleurs Séchées,OMY - Royal Mauiberry,Hybride
Montréal - Crescent,63,Fleurs Séchées,OMY - Ça Sent l'Gaz,Indica
Montréal - Crescent,63,Fleurs Séchées,Orchid - CBD Runtz,Hybride
Montréal - Crescent,63,Fleurs Séchées,Original Stash - OS.130,Sativa
Montréal - Crescent,63,Fleurs Séchées,Ostara - Long Valley Legend,Hybride
Montréal - Crescent,63,Fleurs Séchées,Palmetto - Pineapple Upside Down CKE,Hybride
Montréal - Crescent,63,Fleurs Séchées,Pecko - Le P'tit Phéno CBD,Sativa
Montréal - Crescent,63,Fleurs Séchées,Pecko - Le P'tit Phéno Indica,Indica
Montréal - Crescent,63,Fleurs Séchées,Pecko - Mosa Evo Biologique,Indica
Montréal - Crescent,63,Fleurs Séchées,Pistol and Paris - Pink Panties,Indica
Montréal - Crescent,63,Fleurs Séchées,Promenade - Afghan Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,Promenade - Berry Cream Puff,Sativa
Montréal - Crescent,63,Fleurs Séchées,Promenade - Cannatonic,Hybride
Montréal - Crescent,63,Fleurs Séchées,Promenade - Harlequin 1:1,Hybride
Montréal - Crescent,63,Fleurs Séchées,Promenade - Pennywise 1:1,Hybride
Montréal - Crescent,63,Fleurs Séchées,Promenade - Pine Tar Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,Promenade - Sac Banane,Hybride
Montréal - Crescent,63,Fleurs Séchées,Promenade - Sour Tangie,Sativa
Montréal - Crescent,63,Fleurs Séchées,Promenade - Strawberry Cough,Sativa
Montréal - Crescent,63,Fleurs Séchées,Promenade - Sugar Cookies,Indica
Montréal - Crescent,63,Fleurs Séchées,Promenade - Tropicali 1:1,Sativa
Montréal - Crescent,63,Fleurs Séchées,Pure Laine - Island Pink Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,Pure Laine - Mango Widow,Sativa
Montréal - Crescent,63,Fleurs Séchées,Pure Laine - Pineapple OG,Sativa
Montréal - Crescent,63,Fleurs Séchées,Pure Laine Cannabis - Alien Gelato,Hybride
Montréal - Crescent,63,Fleurs Séchées,Pure Laine Cannabis - Gros Plaisirs,Hybride
Montréal - Crescent,63,Fleurs Séchées,Pure Laine Cannabis - Wedding Crasher,Hybride
Montréal - Crescent,63,Fleurs Séchées,Pure Trichomes x Velada - Painted Lady,Sativa
Montréal - Crescent,63,Fleurs Séchées,QcGoldtech - Pure Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,R'Belle - Avignon,Indica
Montréal - Crescent,63,Fleurs Séchées,R'Belle - Bastille,Indica
Montréal - Crescent,63,Fleurs Séchées,R'Belle - Marseille,Sativa
Montréal - Crescent,63,Fleurs Séchées,R'Belle - Saint-Laurent,Indica
Montréal - Crescent,63,Fleurs Séchées,Redecan - Purple Churro,Sativa
Montréal - Crescent,63,Fleurs Séchées,Saint-Laurent Cannabis - Holy Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,San Raf - Stink Biscuit,Indica
Montréal - Crescent,63,Fleurs Séchées,San Rafael '71 - Black Jelly,Sativa
Montréal - Crescent,63,Fleurs Séchées,San Rafael '71 - Pink Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,San Rafael '71 - Strawberry Sensi,Sativa
Montréal - Crescent,63,Fleurs Séchées,San Rafael '71 - Tangerine Dream,Sativa
Montréal - Crescent,63,Fleurs Séchées,Seaweed - Red Velvet Ice Cream,Hybride
Montréal - Crescent,63,Fleurs Séchées,Sheeesh - Pure Michigan,Indica
Montréal - Crescent,63,Fleurs Séchées,Simply Bare - BC Bubba Pink Biologique,Indica
Montréal - Crescent,63,Fleurs Séchées,Simply Bare - BC Fire OG Biologique,Indica
Montréal - Crescent,63,Fleurs Séchées,Simply Bare - BC Frosted Fruit Cake Bio,Indica
Montréal - Crescent,63,Fleurs Séchées,Simply Bare - BC Fruit Loopz Biologique,Sativa
Montréal - Crescent,63,Fleurs Séchées,Solei - Libérer,Sativa
Montréal - Crescent,63,Fleurs Séchées,Sonique - Cotton Candy,Hybride
Montréal - Crescent,63,Fleurs Séchées,Space Cannabis - Slurricane Mint,Hybride
Montréal - Crescent,63,Fleurs Séchées,Spinach - Spinach GMO Cookies,Indica
Montréal - Crescent,63,Fleurs Séchées,Spinach - Spinach Lemon Skunk,Sativa
Montréal - Crescent,63,Fleurs Séchées,Sumo - Mac Deluxe,Indica
Montréal - Crescent,63,Fleurs Séchées,Sumo - Papaya Bomb,Indica
Montréal - Crescent,63,Fleurs Séchées,Sumo - Tropical Splash,Indica
Montréal - Crescent,63,Fleurs Séchées,Sweetgrass Cannabis - Mint Chocolate Chip Biologique,Hybride
Montréal - Crescent,63,Fleurs Séchées,T'es Dans L'Champ - Aweille Réveille,Sativa
Montréal - Crescent,63,Fleurs Séchées,T'es Dans L'Champ - Dans le Divan,Indica
Montréal - Crescent,63,Fleurs Séchées,T'es Dans L'Champ - Grasse Matinée,Hybride
Montréal - Crescent,63,Fleurs Séchées,Tam Tams - Blood Orange,Sativa
Montréal - Crescent,63,Fleurs Séchées,Tam Tams - Honeysuckle Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,Tam Tams - Symphonie,Hybride
Montréal - Crescent,63,Fleurs Séchées,TerreBud - Iced Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,TerreBud - Super Top Gun,Hybride
Montréal - Crescent,63,Fleurs Séchées,Terroir - Hybride 101,Hybride
Montréal - Crescent,63,Fleurs Séchées,Terroir - Painted Lady,Sativa
Montréal - Crescent,63,Fleurs Séchées,Terroir - Star d'un Soir,Sativa
Montréal - Crescent,63,Fleurs Séchées,The Loud Plug - Exotic Gas,Indica
Montréal - Crescent,63,Fleurs Séchées,Trailblazer - Apples & Cream,Sativa
Montréal - Crescent,63,Fleurs Séchées,Tribal - Bubble Up,Indica
Montréal - Crescent,63,Fleurs Séchées,Tribal - Cuban Linx,Hybride
Montréal - Crescent,63,Fleurs Séchées,Tribal - Gelato Mint,Indica
Montréal - Crescent,63,Fleurs Séchées,Tribal - Neon Sunshine,Hybride
Montréal - Crescent,63,Fleurs Séchées,Twd. - Twd. Balanced,Hybride
Montréal - Crescent,63,Fleurs Séchées,Tweed - Cherry Açai Mints,Hybride
Montréal - Crescent,63,Fleurs Séchées,Tweed - Duplex,Mélange
Montréal - Crescent,63,Fleurs Séchées,Tweed - Lemon Meringue Pie,Sativa
Montréal - Crescent,63,Fleurs Séchées,Uncommon Cannabis Co. - Rose Gold Pavé,Sativa
Montréal - Crescent,63,Fleurs Séchées,Vert - CBD OG Kush,Indica
Montréal - Crescent,63,Fleurs Séchées,Vert - L'Entre Deux,Hybride
Montréal - Crescent,63,Fleurs Séchées,Vert - Scout 91K,Hybride
Montréal - Crescent,63,Fleurs Séchées,Vertical 7 - Fruity Pebbles OG,Hybride
Montréal - Crescent,63,Fleurs Séchées,Vertical 7 - SuperBoof,Hybride
Montréal - Crescent,63,Fleurs Séchées,Wio - Super Lemon Haze Biologique,Sativa
Montréal - Crescent,63,Fleurs Séchées,Wio - Top Cola AAAA,Sativa
Montréal - Crescent,63,Fleurs Séchées,Wô Là - Black Cherry Punch,Indica
Montréal - Crescent,63,Fleurs Séchées,Wô Là - Ultra Jean-G,Sativa
Montréal - Crescent,63,Fleurs Séchées,XoPro - Time Wreck,Sativa
Montréal - Crescent,63,Haschich,1964 - Haschich Libanais,Dérivés
Montréal - Crescent,63,Haschich,5 Points Cannabis - Hasch de Zsweet,Dérivés
Montréal - Crescent,63,Haschich,7ACRES - Joints de Haschich,Dérivés
Montréal - Crescent,63,Haschich,Be Humble. - Hasch de Raisins,Dérivés
Montréal - Crescent,63,Haschich,Blanh - Style 1980,Dérivés
Montréal - Crescent,63,Haschich,Blanh - Style Afghan,Dérivés
Montréal - Crescent,63,Haschich,Blee Extraits - Haschich Vieilli Style MTL,Dérivés
Montréal - Crescent,63,Haschich,Bleuh - H29 Old School,Dérivés
Montréal - Crescent,63,Haschich,Bleuh Light - H4 Old School,Dérivés
Montréal - Crescent,63,Haschich,Fleurs de Lise - Attache ta Tuque,Dérivés
Montréal - Crescent,63,Haschich,Fleurs de Lise - Tire-Toi une Bûche,Dérivés
Montréal - Crescent,63,Haschich,Grand Royal - Grand Royal Hash P Marker,Dérivés
Montréal - Crescent,63,Haschich,Lot 420 - Le Bloc 33,Dérivés
Montréal - Crescent,63,Haschich,MTL Cannabis - Sage N' Sour Haschich,Dérivés
Montréal - Crescent,63,Haschich,MTL Cannabis - Wes' Coast Kush,Dérivés
Montréal - Crescent,63,Haschich,Nordique Royale - Afghan Gold,Dérivés
