Request_ID,Sample_Received_Date,Number_of_Tests,Test_Type,Test_Names,Final_CofA_Date,Revenue
4b55a5d8-3c15-40e9-80e9-19e5e587982a,03/07/2025,10,Microbiology,"Cryptosporidium, Giardia, Total Coliforms, E. coli, Pseudomonas aeruginosa, Heterotrophic Plate Count, Clostridium perfringens, Fecal Streptococci, Legionella, Enterococci",03/16/2025,1912.85
4549deca-e98a-4574-96e9-607ef21f1f18,04/04/2025,9,Chemistry,"Phosphate, Alkalinity, Heavy Metals, TOC, Turbidity, Chloride, Sulfate, pH, Nitrate",04/15/2025,1150.39
c2d3f86c-9b8c-4455-80b8-9f17ff8411eb,02/10/2023,4,Chemistry,"Hardness, Nitrate, Sulfate, Phosphate",02/13/2023,10
f3d4c597-0d4e-4381-87d2-437968a48901,01/18/2025,10,Chemistry,"Hardness, Heavy Metals, Phosphate, Turbidity, TOC, Chloride, Alkalinity, pH, Nitrate, Sulfate",02/17/2025,2557.65
6e0c169a-a77a-4f5b-a32f-69c5b3c64f78,12/20/2024,5,Microbiology,"E. coli, Enterococci, Pseudomonas aeruginosa, Heterotrophic Plate Count, Legionella",12/31/2024,658.93
949bbdc3-300d-4658-ad2a-1bfbc52d23ea,12/04/2023,10,Chemistry,"Hardness, Heavy Metals, Sulfate, Alkalinity, TOC, Turbidity, Phosphate, Chloride, pH, Nitrate",12/17/2023,2394.38
98423a81-0547-410f-98d8-0345ea2fe202,07/04/2024,4,Microbiology,NaN,07/25/2024,526.8
dd2dc4b3-6f89-4018-b623-a12d598ffddb,08/04/2023,10,Microbiology,"Heterotrophic Plate Count, Clostridium perfringens, E. coli, Giardia, Fecal Streptococci, Enterococci, Pseudomonas aeruginosa, Cryptosporidium, Legionella, Total Coliforms",NaN,NaN
54fd8089-62a7-4140-8bc9-f71be4d8bb2c,12/08/2024,9,Chemistry,"TOC, Chloride, Sulfate, Hardness, pH, Alkalinity, Heavy Metals, Phosphate, Turbidity",01/03/2025,1054.7
48bbc0d1-2c17-48b5-b300-39824dfb2f6c,10/15/2023,9,Microbiology,"E. coli, Legionella, Heterotrophic Plate Count, Enterococci, Clostridium perfringens, Total Coliforms, Fecal Streptococci, Pseudomonas aeruginosa, Cryptosporidium",10/21/2023,1852.89
aca93223-1bee-4a3b-a8a5-9ac910c04a19,01/14/2024,6,Microbiology,"Fecal Streptococci, Enterococci, Heterotrophic Plate Count, Clostridium perfringens, E. coli, Giardia",01/30/2024,1393.11
62d16b68-e489-4ac1-980c-66c40f31894c,02/02/2025,3,Microbiology,"Giardia, Heterotrophic Plate Count, Cryptosporidium",02/15/2025,739.13
603c6ec2-ec60-49c2-acb3-93e2e9f652fa,12/22/2024,4,Microbiology,"Cryptosporidium, Total Coliforms, E. coli, Giardia",01/17/2025,464.65
f3284aec-e39e-4c38-98fc-0e6568304b44,27-02-2024,5,Microbiology,"Fecal Streptococci, Pseudomonas aeruginosa, E. coli, Heterotrophic Plate Count, Clostridium perfringens",03/22/2024,1463.11
36f07660-5c64-4b53-af99-e26b60f7ff17,09/19/2024,1,Microbiology,Legionella,10/07/2024,222.59
bcd2ca6a-929d-4421-8255-bb4359b38040,05/10/2023,2,Chemistry,"Alkalinity, Hardness",05/23/2023,516.19
3f8c2c64-1005-4d06-a507-bc32ec9880d3,03/24/2024,6,Microbiology,NaN,04/20/2024,616.26
e3692105-9001-4735-8f15-d25666d24831,04/11/2025,10,Microbiology,"Pseudomonas aeruginosa, Fecal Streptococci, Clostridium perfringens, Enterococci, Heterotrophic Plate Count, Legionella, Cryptosporidium, E. coli, Giardia, Total Coliforms",04/28/2025,2358.38
d7b944a8-42bf-41c6-83b6-24a0304907bf,06/14/2024,5,Microbiology,"Total Coliforms, Legionella, E. coli, Fecal Streptococci, Clostridium perfringens",07/07/2024,462.01
9976dee1-767d-4390-b190-bf6c884e8a77,01/04/2025,1,Chemistry,pH,01/26/2025,235.81
3639516b-8d7e-41bf-a9d6-30a5b260b753,07/15/2023,7,Microbiology,"Enterococci, Fecal Streptococci, Legionella, E. coli, Cryptosporidium, Total Coliforms, Heterotrophic Plate Count",08/12/2023,1034.57
5626e7da-1eeb-476e-8271-73c7c7ae376d,07/02/2024,8,Microbiology,"Clostridium perfringens, Fecal Streptococci, Giardia, E. coli, Cryptosporidium, Total Coliforms, Pseudomonas aeruginosa, Legionella",07/08/2024,NaN
5702f70a-eff1-4b80-b777-32bb2969061b,11/30/2024,3,Microbiology,"Legionella, Total Coliforms, Fecal Streptococci",12/11/2024,736.3
9dde1e21-a5e1-41d6-9ef2-17a91e03f39b,04/05/2024,3,Microbiology,"E. coli, Fecal Streptococci, Clostridium perfringens",04/14/2024,557.12
5cb050e6-8cb5-49e2-800b-8fc67044dade,02/20/2024,6,Chemistry,"Phosphate, Alkalinity, pH, Nitrate, Sulfate, Hardness",02/24/2024,1281.41
187cda05-df7a-42e6-a7cf-7f62f96077e7,07/28/2023,6,Microbiology,NaN,08/07/2023,1169.03
143f8fe7-a678-4fed-a3c2-75972d74bc19,04/15/2025,5,Chemistry,"TOC, pH, Sulfate, Phosphate, Chloride",04/28/2025,1200.35
06762a6a-cb48-46f2-b590-53a8c0e2b677,05/02/2023,10,Microbiology,"Fecal Streptococci, Enterococci, Cryptosporidium, E. coli, Giardia, Pseudomonas aeruginosa, Legionella, Heterotrophic Plate Count, Clostridium perfringens, Total Coliforms",05/06/2023,1427.59
e7442c68-52e3-4b7a-b518-dee24ae5a1de,01/09/2023,9,Microbiology,"Heterotrophic Plate Count, Cryptosporidium, Clostridium perfringens, Giardia, Pseudomonas aeruginosa, Enterococci, Fecal Streptococci, E. coli, Total Coliforms",02/08/2023,918.38
bea05aa6-c700-4853-9e97-0fbe11d15609,08/30/2023,4,Chemistry,"Chloride, Alkalinity, Heavy Metals, Nitrate",09/27/2023,522.84
7203363f-91cf-421b-8d83-27b50bc7447d,04/18/2024,1,Microbiology,Giardia,04/22/2024,216.87
19b1d8bf-536a-439d-a37e-534667107c27,08/12/2023,8,Chemistry,"Hardness, Phosphate, pH, Chloride, Alkalinity, Nitrate, Sulfate, TOC",08/24/2023,977.43
4d305d8a-9863-4234-bb7c-a7cf8ab0ff8f,06/30/2024,6,Chemistry,"Turbidity, Nitrate, Phosphate, Chloride, TOC, pH",07/05/2024,865.98
67c5ffb0-24f8-41b2-ab4a-716d8ed9e877,12/26/2023,10,Chemistry,"Nitrate, Heavy Metals, Hardness, Sulfate, Chloride, Turbidity, Phosphate, Alkalinity, pH, TOC",01/18/2024,2830.05
732bbfe3-557d-44f7-b19c-fbd372596cc7,12/22/2024,2,Chemistry,"Heavy Metals, Sulfate",01/17/2025,432.18
43884e38-92c4-4c6d-9b21-41ba8a36f9e1,03/19/2025,10,Chemistry,"Alkalinity, Nitrate, Sulfate, pH, Chloride, Turbidity, Phosphate, TOC, Heavy Metals, Hardness",03/24/2025,2981.32
1aa36e27-8718-4d1a-8abf-d2f98b48ac1e,10/10/2023,1,Microbiology,E. coli,10/13/2023,125.85
1e16a102-7a34-4ab7-ad19-39eab44b9243,11/12/2023,8,Microbiology,"Enterococci, E. coli, Total Coliforms, Fecal Streptococci, Clostridium perfringens, Pseudomonas aeruginosa, Cryptosporidium, Heterotrophic Plate Count",11/26/2023,1074.47
edff6de2-efce-4f55-bb96-49501e952e5b,06/17/2024,10,Chemistry,"Sulfate, Chloride, Turbidity, Phosphate, Hardness, Alkalinity, pH, Nitrate, Heavy Metals, TOC",07/15/2024,1528.04
5a29ee3c-3edf-45ab-a732-bb9f7e483953,07/22/2024,2,Chemistry,"Heavy Metals, Chloride",08/15/2024,308.65
64fcf713-de4c-4e7d-9402-cf14afefca88,09/09/2023,1,Chemistry,Turbidity,09/17/2023,278.98
1bfcd0d8-a983-4e38-869d-ac794adb94d1,10/10/2024,3,Chemistry,"Turbidity, TOC, Hardness",10/13/2024,561.69
a40bf632-0ded-4436-8176-ad4802952a68,03/28/2023,8,Microbiology,"Pseudomonas aeruginosa, Heterotrophic Plate Count, Legionella, Total Coliforms, Cryptosporidium, Enterococci, Clostridium perfringens, E. coli",04/04/2023,2120.65
7d2e2bac-e2fd-4a9f-91c7-2f56720c8c47,01/06/2023,7,Microbiology,"E. coli, Pseudomonas aeruginosa, Cryptosporidium, Total Coliforms, Legionella, Clostridium perfringens, Heterotrophic Plate Count",01/21/2023,907.08
d04b55ac-6a13-4a31-ab88-2b18b1b28cc4,06/14/2023,2,Chemistry,"Hardness, pH",07/02/2023,504.41
9c051f06-ea87-410d-a9a0-b16edcfdafda,07/22/2023,10,Chemistry,"Sulfate, pH, TOC, Hardness, Chloride, Alkalinity, Nitrate, Turbidity, Heavy Metals, Phosphate",08/06/2023,NaN
15113f6b-e35e-402f-9f83-c6b163216461,04/04/2025,6,Chemistry,NaN,04/25/2025,1489.32
620c5f26-f1e7-4e77-941f-b8f993a3488e,09/04/2024,7,Microbiology,"E. coli, Total Coliforms, Cryptosporidium, Enterococci, Legionella, Clostridium perfringens, Pseudomonas aeruginosa",09/10/2024,1308.76
4d14eda1-e858-4e25-92b6-3599d05d4f96,05/27/2024,10,Chemistry,"TOC, Sulfate, Hardness, Nitrate, Alkalinity, Turbidity, Phosphate, Chloride, Heavy Metals, pH",06/17/2024,1363.5
fe9da1ee-5854-42d1-9bd1-9f3e032d462a,05/25/2023,1,Chemistry,Chloride,06/23/2023,124.04
baf353e7-66a1-400d-ae62-56114e74474b,05/16/2024,10,Microbiology,"Cryptosporidium, Fecal Streptococci, E. coli, Total Coliforms, Enterococci, Legionella, Pseudomonas aeruginosa, Giardia, Heterotrophic Plate Count, Clostridium perfringens",06/04/2024,2976.36
53d07a63-cad8-4396-9915-a354c754e56e,11/27/2024,5,Microbio,NaN,12/20/2024,1112.77
66ae2b5d-b5bb-45f5-9a7a-734b3eb999b0,01/09/2023,2,Microbiology,"Clostridium perfringens, Giardia",01/26/2023,239.34
eabad6db-589b-4be6-b1f4-aa263bb8eea6,05/12/2024,8,Chemistry,"Nitrate, TOC, Sulfate, Phosphate, pH, Chloride, Turbidity, Alkalinity",06/11/2024,2369.76
9dd0a61e-a804-422c-ba30-a81cc7869c54,02/18/2025,4,Microbiology,"Heterotrophic Plate Count, Pseudomonas aeruginosa, Fecal Streptococci, Enterococci",03/14/2025,592.83
829dacb5-da8e-48ea-a0c3-3280d66c0095,09/28/2023,5,Microbiology,"Cryptosporidium, Giardia, Legionella, Fecal Streptococci, Total Coliforms",10/16/2023,NaN
4aea790e-142f-4565-aa5c-1f3aa965aff3,03/16/2023,4,Chemistry,"Hardness, Nitrate, Alkalinity, Chloride",04/05/2023,454.97
08a53f7e-fc3e-4c95-9ac9-1c9679d27335,02/17/2023,8,Microbiology,"Clostridium perfringens, Legionella, E. coli, Fecal Streptococci, Pseudomonas aeruginosa, Giardia, Total Coliforms, Cryptosporidium",03/10/2023,1171.18
b41bc4a9-2fb8-4f0e-9f16-b2235f199fb9,06/30/2024,6,Chemistry,"TOC, Hardness, Chloride, Phosphate, Sulfate, Turbidity",07/06/2024,820.44
772f5231-b210-4976-b10d-a5437abe869f,12/21/2023,8,Microbiology,"Heterotrophic Plate Count, E. coli, Total Coliforms, Giardia, Cryptosporidium, Fecal Streptococci, Clostridium perfringens, Pseudomonas aeruginosa",01/20/2024,1841.68
da073597-654e-46bb-9783-624627428a14,08/01/2024,9,Chemistry,"Phosphate, Sulfate, Turbidity, Nitrate, Heavy Metals, Alkalinity, Chloride, pH, Hardness",08/14/2024,2368.74
71d68ba3-43fb-4271-9e50-1cec615abb64,03/05/2023,4,Chemistry,"TOC, Hardness, Sulfate, Chloride",04/04/2023,575.2
05876dc7-820f-4614-8253-306423c99289,03/29/2025,5,Chemistry,"Hardness, Heavy Metals, Nitrate, Alkalinity, TOC",04/06/2025,NaN
df1eeb21-eb9d-484c-8f68-62dcac520133,02/14/2023,10,Chemistry,"Alkalinity, Sulfate, TOC, Phosphate, pH, Turbidity, Chloride, Hardness, Heavy Metals, Nitrate",02/19/2023,2251.87
7f93b3ac-adfc-4601-b029-b04f664900f0,07/19/2024,1,Microbiology,NaN,08/10/2024,186.6
e6f37276-bc25-4ec9-b358-53c8f87fa62b,01/31/2025,1,Microbiology,NaN,02/14/2025,NaN
ae2f8155-7e90-4e67-9e96-83159996e559,06/20/2023,9,Chemistry,"Sulfate, Alkalinity, Chloride, Heavy Metals, Nitrate, Phosphate, TOC, Hardness, pH",07/13/2023,1575.66
bcfecbfd-6b4f-4004-9fbe-56639904fc55,07/20/2023,3,Chemistry,"Sulfate, Hardness, Heavy Metals",08/03/2023,666.14
291afe3f-93e1-40a6-89f8-6dcff4a4a75a,10/13/2024,8,Chemistry,"pH, Sulfate, Nitrate, Hardness, Alkalinity, Phosphate, Turbidity, Chloride",11/03/2024,1545.58
4984df63-1fbc-4af3-80e3-1c60b4896381,12/29/2024,4,Microbiology,"Pseudomonas aeruginosa, Fecal Streptococci, Giardia, Total Coliforms",01/13/2025,354.38
c5aea929-b777-455a-a479-d020d8ec438e,06/24/2024,9,Microbiology,"Heterotrophic Plate Count, Fecal Streptococci, Total Coliforms, Clostridium perfringens, Giardia, Legionella, Enterococci, Pseudomonas aeruginosa, E. coli",07/17/2024,1482.53
bf90e6a3-e22e-494a-a2c3-fd1f8b71769c,01/02/2024,1,Microbiology,E. coli,01/27/2024,158.37
ab6e35ec-aa22-457c-8c10-8314125af774,02/04/2023,5,Microbiology,"Giardia, Heterotrophic Plate Count, E. coli, Fecal Streptococci, Enterococci",02/27/2023,1409.67
bdf9c22e-cd2c-41f5-b4c6-320574a9a88d,05/27/2024,9,Microbiology,"Heterotrophic Plate Count, Pseudomonas aeruginosa, Fecal Streptococci, Legionella, Enterococci, Cryptosporidium, Clostridium perfringens, E. coli, Total Coliforms",06/03/2024,1938.94
6c9828e1-0f48-40d4-9b66-dafc2d5db1be,02/21/2024,7,Microbiology,"Heterotrophic Plate Count, Legionella, Clostridium perfringens, Enterococci, Giardia, Fecal Streptococci, Total Coliforms",03/06/2024,1979.72
38260ce0-ec44-40ce-896f-bd7b0c93b5f3,07/30/2023,10,Chemistry,"Alkalinity, Nitrate, Heavy Metals, Hardness, pH, Phosphate, Chloride, Sulfate, Turbidity, TOC",08/22/2023,2062.0
3aa38e71-e0b2-4bb3-b4aa-ffca41eaa203,09/04/2023,10,Chemistry,"TOC, pH, Heavy Metals, Alkalinity, Sulfate, Hardness, Chloride, Turbidity, Phosphate, Nitrate",10/03/2023,1020.73
de19d3ee-49cd-40ab-a3ac-f5e56cb94502,02/14/2023,9,Microbiology,"Cryptosporidium, E. coli, Pseudomonas aeruginosa, Enterococci, Fecal Streptococci, Heterotrophic Plate Count, Clostridium perfringens, Giardia, Legionella",03/14/2023,2485.24
4dab66b6-0d01-4b38-a09c-0ee8bb59384b,09/11/2024,5,Microbiology,"Enterococci, Legionella, Total Coliforms, Heterotrophic Plate Count, Pseudomonas aeruginosa",09/18/2024,941.63
348e973a-f9db-4363-853c-45232f6689ba,04/27/2024,10,Chemistry,"Sulfate, Turbidity, Heavy Metals, pH, Nitrate, Chloride, TOC, Alkalinity, Hardness, Phosphate",05/18/2024,2847.71
afd7eab9-b105-4f1c-b316-2e56f2741e60,03/11/2023,7,Microbiology,"Heterotrophic Plate Count, E. coli, Giardia, Total Coliforms, Cryptosporidium, Fecal Streptococci, Legionella",04/05/2023,637.73
03fbd36c-3f5e-4c6a-9a4a-e08f3d6404b7,10/07/2023,10,Microbiology,"Legionella, E. coli, Clostridium perfringens, Pseudomonas aeruginosa, Enterococci, Fecal Streptococci, Cryptosporidium, Heterotrophic Plate Count, Total Coliforms, Giardia",10/12/2023,1822.42
b3476eda-444c-43d5-b971-44d17e9dd6d2,04/13/2024,4,Microbiology,"E. coli, Pseudomonas aeruginosa, Total Coliforms, Enterococci",04/20/2024,887.42
2b4e5d53-fd28-4c76-a44e-ec2a829a0174,06/21/2023,1,Chemistry,Phosphate,07/20/2023,284.34
d7209230-7ec4-42b3-bf75-96a7706247b8,04/06/2023,5,Chemistry,"Sulfate, Nitrate, Heavy Metals, Alkalinity, Chloride",NaN,758.32
b4bb097f-c8c7-4f9f-a57d-8b7387b278fa,08/09/2024,9,Microbiology,"Legionella, Fecal Streptococci, Giardia, Heterotrophic Plate Count, Clostridium perfringens, Total Coliforms, Enterococci, Pseudomonas aeruginosa, E. coli",08/20/2024,1018.83
fe0cd10a-80b5-44c7-819e-8f842ce6eb30,07/02/2024,6,Chemistry,"Turbidity, Alkalinity, Sulfate, Chloride, TOC, Nitrate",07/19/2024,1017.85
e282312a-fdc9-4842-9f17-2ed9adca2bee,01/07/2024,6,Microbiology,"Heterotrophic Plate Count, Clostridium perfringens, E. coli, Fecal Streptococci, Enterococci, Pseudomonas aeruginosa",01/30/2024,488.62
8a614a33-0153-4e8c-9e42-0297d87e3680,11/16/2024,10,Microbiology,"Giardia, Legionella, Heterotrophic Plate Count, Clostridium perfringens, Enterococci, E. coli, Fecal Streptococci, Pseudomonas aeruginosa, Cryptosporidium, Total Coliforms",11/19/2024,2818.19
843a0e76-b683-4815-99c3-fd0d7d525a61,03/11/2025,5,Microbiology,"Total Coliforms, Enterococci, Giardia, Pseudomonas aeruginosa, E. coli",03/16/2025,1333.76
1da5253b-d5b4-4936-a307-ab5576fe98c9,06/08/2023,3,Chemistry,"Phosphate, Sulfate, Heavy Metals",06/22/2023,499.59
cec1265e-948a-44d5-a877-37ebbf59ba69,11/12/2024,8,Chemistry,"Turbidity, Nitrate, pH, Alkalinity, Heavy Metals, Sulfate, TOC, Phosphate",11/24/2024,1936.69
7adb6f72-e17a-46ca-b529-5c22bf279ec2,09/09/2024,10,Microbiology,"Heterotrophic Plate Count, Enterococci, Clostridium perfringens, Giardia, Cryptosporidium, Fecal Streptococci, Total Coliforms, E. coli, Legionella, Pseudomonas aeruginosa",10/08/2024,1029.83
43ecbdeb-b0b2-43dd-9298-c2b515e405b6,03/23/2024,7,Microbiology,"E. coli, Cryptosporidium, Total Coliforms, Heterotrophic Plate Count, Legionella, Pseudomonas aeruginosa, Fecal Streptococci",04/17/2024,1814.11
9834ecfa-3b73-49e1-a71a-9de59da873c7,12/23/2024,3,Chemistry,"Heavy Metals, Nitrate, Turbidity",12/30/2024,779.36
2d0ccacb-b2f3-42fc-9e6c-73bc37cbb4da,11/16/2023,10,Microbiology,"E. coli, Clostridium perfringens, Pseudomonas aeruginosa, Total Coliforms, Heterotrophic Plate Count, Cryptosporidium, Enterococci, Legionella, Fecal Streptococci, Giardia",NaN,1841.61
6f235143-fbe8-4dba-b7e7-b56f00e21a32,02/09/2024,5,Microbiology,"E. coli, Heterotrophic Plate Count, Fecal Streptococci, Giardia, Total Coliforms",02/19/2024,1470.35
c98cde12-186f-4cfe-8c40-4c50c7333c80,01/14/2025,3,Microbiology,"Fecal Streptococci, Total Coliforms, Legionella",02/03/2025,666.26
c3334bfc-2e3c-425d-8f4a-303faf8c96b2,02/06/2023,4,Chemistry,"Nitrate, Turbidity, TOC, Alkalinity",02/12/2023,344.87
bbd4e99e-7ef4-4e89-92a5-9bee1e5818a1,10/24/2023,5,Microbiology,"Enterococci, Heterotrophic Plate Count, Cryptosporidium, Pseudomonas aeruginosa, Giardia",11/21/2023,1375.42
6b4c2d47-08f4-44f1-9e02-26baad08d428,03/31/2023,3,Chemistry,"TOC, Nitrate, Heavy Metals",04/05/2023,NaN
4d2d970e-dc5f-4cef-ab8e-749dfb5a1603,08/26/2024,3,Chemistry,"Hardness, Alkalinity, Heavy Metals",09/21/2024,806.71
b565f423-dadf-4d5d-b344-18b6abf7d40c,11/30/2024,2,Chemistry,"Turbidity, Chloride",12/03/2024,570.81
3e67afb6-0a45-412a-9ab8-e99aa81ff72f,12/12/2024,10,Microbiology,"Total Coliforms, Legionella, Giardia, Cryptosporidium, Enterococci, E. coli, Fecal Streptococci, Heterotrophic Plate Count, Pseudomonas aeruginosa, Clostridium perfringens",12/27/2024,907.03
f5282b5c-8f22-4486-84c5-c444b84228b1,09/30/2024,4,Chemistry,"Hardness, Turbidity, Heavy Metals, TOC",10/26/2024,929.35
f413e8f3-923f-4da2-a9e1-166cff4faf39,07/16/2024,4,Microbiology,"Clostridium perfringens, Enterococci, Heterotrophic Plate Count, Fecal Streptococci",07/20/2024,670.02
0927a3a9-9bab-4d02-9754-da1485b619af,06/25/2023,2,Chemistry,"Sulfate, Chloride",07/18/2023,434.75
6fc6848d-c46b-4740-886a-fc28bdf5ac3b,06/27/2024,8,Chemistry,"Phosphate, Alkalinity, pH, Turbidity, Nitrate, Sulfate, TOC, Heavy Metals",07/02/2024,999.3
b5e7b207-af54-4ae8-b7f5-b64ef8bcfd70,12/06/2024,3,Microbiology,"Giardia, Pseudomonas aeruginosa, Fecal Streptococci",NaN,406.56
9d4585d0-0c09-4be3-87aa-0cbaedeae40c,01/23/2023,7,Microbiology,"Fecal Streptococci, Total Coliforms, Legionella, Pseudomonas aeruginosa, Cryptosporidium, Heterotrophic Plate Count, Clostridium perfringens",01/29/2023,1201.17
7f4cf9b8-1bb7-4d00-964b-f4aee76a45d6,11/11/2024,3,Microbiology,"Clostridium perfringens, E. coli, Fecal Streptococci",NaN,NaN
db1318ed-2e5b-4ac2-b3e8-f3ea56c6e3b1,09/01/2023,10,Microbiology,"Pseudomonas aeruginosa, E. coli, Enterococci, Heterotrophic Plate Count, Total Coliforms, Clostridium perfringens, Giardia, Legionella, Cryptosporidium, Fecal Streptococci",09/27/2023,2555.88
f00d50ed-c5cf-4422-8697-fed2fb5d8352,05/14/2024,4,Microbiology,"Giardia, Pseudomonas aeruginosa, Fecal Streptococci, Clostridium perfringens",05/19/2024,1139.91
26516224-8dbc-44dc-98e4-ee0ef049a3b5,12/15/2024,2,Microbiology,"Enterococci, Heterotrophic Plate Count",12/22/2024,595.33
db4bd248-09c8-48e5-8ed4-2e15d02d8a83,12/25/2024,7,Microbiology,"Clostridium perfringens, Enterococci, Cryptosporidium, Fecal Streptococci, Pseudomonas aeruginosa, Heterotrophic Plate Count, E. coli",12/30/2024,1577.45
2e0ffdff-1834-4c2e-901a-7dd21f427429,10/22/2023,1,Microbiology,Legionella,10/27/2023,NaN
17abe133-b344-490b-a71b-2d390449eb14,12/13/2023,2,Microbiology,"Heterotrophic Plate Count, Pseudomonas aeruginosa",01/10/2024,NaN
24d2a6e1-055a-48c4-9f2d-2f708f8af085,03/27/2025,2,Microbiology,"Legionella, Enterococci",04/06/2025,494.18
b1f1d1c6-0929-44e3-af1d-5c41a4d27153,17-02-2023,2,Chemistry,"Chloride, pH",03/19/2023,266.54
40b92f89-d556-444a-9ed7-756bf677a69c,02.23.2023,5,Chemistry,"pH, Sulfate, Hardness, Alkalinity, TOC",03/23/2023,1065.99
f5f86ff6-3836-4b47-b713-eb4484db42c0,10/23/2023,3,Chemistry,"Nitrate, Chloride, Alkalinity",10/27/2023,NaN
ea46bf32-6175-4e02-9246-138ebc071e20,10/28/2024,7,Microbiology,"E. coli, Heterotrophic Plate Count, Legionella, Cryptosporidium, Fecal Streptococci, Total Coliforms, Clostridium perfringens",11/09/2024,1934.14
662fd4ea-9480-428a-be5a-48bc4c7cd1b7,09/05/2024,2,Microbiology,"Total Coliforms, Clostridium perfringens",09/14/2024,195.43
8fb900da-1763-41c6-98bf-dcb32bc3ed9c,03/22/2024,4,Chemistry,"Phosphate, Hardness, pH, Turbidity",2024/04/16,435.54
b3acfdde-f910-431b-8d54-44d66cf53658,02/14/2023,5,Chemistry,"Heavy Metals, pH, Sulfate, Chloride, Hardness",NaN,579.72
a6bf6974-5200-4e34-81e7-6f3c6d21a9ef,01/25/2025,1,Microbiology,Fecal Streptococci,02/17/2025,200.99
9458012f-ca24-4f5a-a388-618dcc90eeed,13-04-2025,2,Chemistry,"Sulfate, Nitrate",05/12/2025,304.65
45566023-25dc-4e29-ac4b-adb459e3143a,02/19/2025,6,Chemistry,"Turbidity, pH, Hardness, Nitrate, TOC, Sulfate",03/17/2025,574.92
dfb5ef17-3f2b-454c-945c-babff293250b,07/16/2024,3,Microbiology,"Pseudomonas aeruginosa, Enterococci, Fecal Streptococci",28-07-2024,640.83
6e55f517-89c2-4061-bf43-5e59b3f21096,05/24/2024,10,Chemistry,"TOC, pH, Chloride, Heavy Metals, Phosphate, Turbidity, Sulfate, Hardness, Alkalinity, Nitrate",06/09/2024,2478.07
f6ec461a-62ae-4e7a-85ad-f78c76080462,11/25/2023,8,Chemistry,"Turbidity, Phosphate, Sulfate, pH, Hardness, Alkalinity, Heavy Metals, Nitrate",12/08/2023,1707.57
57067e19-451e-444e-addf-38499805df74,12/17/2023,10,Chemistry,"Heavy Metals, Chloride, Sulfate, Alkalinity, Hardness, Phosphate, pH, Turbidity, Nitrate, TOC",12/23/2023,NaN
05e1ef13-23e5-416c-8f98-195f13877cac,02/17/2025,10,Microbiology,"Giardia, Legionella, Cryptosporidium, Total Coliforms, Clostridium perfringens, Heterotrophic Plate Count, Enterococci, Pseudomonas aeruginosa, Fecal Streptococci, E. coli",02/21/2025,1239.52
645f101c-0f67-47c9-babd-8e636b8029ad,05/06/2024,9,Chemistry,"Chloride, Sulfate, Turbidity, pH, Phosphate, Nitrate, TOC, Hardness, Alkalinity",06/04/2024,1443.15
00484427-b56a-4df2-99a3-fd8dfe991305,12/30/2024,10,Microbiology,"Clostridium perfringens, Total Coliforms, Giardia, Cryptosporidium, Legionella, Enterococci, E. coli, Heterotrophic Plate Count, Pseudomonas aeruginosa, Fecal Streptococci",01/24/2025,NaN
8316ec70-ddc5-4833-880c-7821a7abfa2a,12/03/2024,6,Chemistry,"TOC, Alkalinity, Hardness, Heavy Metals, Nitrate, Turbidity",01/01/2025,1070.27
7a448d92-6d3c-4012-8fd3-48558c1a1da0,02/07/2025,8,Microbiology,NaN,NaN,5000
47f18523-158a-455f-a10f-7c137096daee,09/30/2023,7,Chemistry,"Chloride, Alkalinity, Nitrate, pH, Hardness, Sulfate, TOC",10/17/2023,1389.85
721adbe4-ae73-48fc-b3bc-c9f8a5a974d8,09/21/2023,1,Microbiology,Legionella,10/02/2023,269.68
5328b3fe-33b2-45d8-9f68-0dba409fdf01,01/21/2025,9,Microbiology,"E. coli, Cryptosporidium, Pseudomonas aeruginosa, Heterotrophic Plate Count, Total Coliforms, Legionella, Fecal Streptococci, Giardia, Clostridium perfringens",02/09/2025,1336.07
12d41888-7eae-4b91-843e-e3eff1e10c50,06/30/2023,9,Microbiology,"Pseudomonas aeruginosa, Clostridium perfringens, Cryptosporidium, Fecal Streptococci, Giardia, Enterococci, Total Coliforms, E. coli, Heterotrophic Plate Count",07/18/2023,1113.81
b03d5e9e-91d9-4c94-b04d-349cb991a07a,02/26/2024,4,Microbiology,"Legionella, Fecal Streptococci, E. coli, Pseudomonas aeruginosa",03/21/2024,951.18
b2e4aed2-02db-45b3-81f1-2ae2734ae08d,12/26/2023,4,Microbiology,"Legionella, Giardia, Total Coliforms, E. coli",01/24/2024,559.13
ac3c16bb-1986-4c44-8bd2-1468e963ad1d,07/07/2024,2,Microbiology,"Cryptosporidium, Total Coliforms",07/26/2024,586.98
3f35daf8-f970-4bf1-9e00-812a01cac16f,08/20/2023,4,Microbiology,"Enterococci, Pseudomonas aeruginosa, Total Coliforms, Clostridium perfringens",09/18/2023,712.51
600b82d3-d23d-4f73-8340-ca473d57ad47,09/18/2024,7,Microbiology,"Heterotrophic Plate Count, Clostridium perfringens, Giardia, Cryptosporidium, Pseudomonas aeruginosa, Fecal Streptococci, Total Coliforms",10/01/2024,10000
f90b04ae-e05f-4564-9d27-2c7ea93f5756,07/02/2024,1,Chemistry,Heavy Metals,07/15/2024,143.5
